AGSO301	שבו בשקט או שאהמם אתכם!	Stand aside or I'll strike you down!	
AGSO302	שלום לכם, שכנים! יש לכם קצת יהלומים?	Hi there, neighbor! Got any diamonds?	
AGSO303	אז, איפה היהלום הענק שאמור להיות אצלכם?	So, where's this huge diamond you guys are supposed to have?	
AGSO304	אחר הצהריים טובים. אני חוקר היהלומים החדש של אי הגולגולת...	Good afternoon. I'm the new Skull Island diamond inspector...	
AGSO305	יש לי כל כך הרבה כסף שזה כמעט מביך.	I have got SO much money it's almost embarrassing.	
AGSO306	אופס! נכנסתי כנראה למערה הלא נכונה. נתראה!	Whoops! I must have the wrong cave. Later!	
AGCR307	גררר...	Grrr...	
AGGT308	ארר... אני אהמם אתכם בכמה מנומס והגיוני אני יכול להיות.	Err... I'll strike you down with how polite and reasonable I can be.	
AGKA309	נראה שיש לנו אורח לא רצוי, קראף. טפל בו.	We seem to have an unwanted visitor, Cruff. Deal with him.	
AGGT310	לעזאזל. תן לי לנסות את זה שוב.	Darn. Let me try that again.	
AGGT311	לא תאמינו אבל אזל לי המלאי!	Wouldn't you know but I'm fresh out!	
AGKA312	לך מפה.	Go away.	
AGGT313	לעזאזל. תן לי לנסות את זה שוב.	Darn. Let me try that again.	
AGCR314	גררר...	Grrr...	
AGKA315	תיכנס בו, קראף.	Have at him, Cruff.	
AGGT316	לעזאזל. תן לי לנסות את זה שוב.	Darn. Let me try that again.	
AGGT317	אני צריך לראות את כל היהלומים שיש לכם. עד האחרון שבהם.	I'm going to have to see every diamond you've got. Every last one.	
AGGT318	קדימה, אנשים! מהר מהר! אין לי את כל היום!	Come on, people! Chop chop! I don't have all day!	
AGKA319	אני לא אוהב את האיש הזה. תהרוג אותו.	I do not like this man. Kill him.	
AGGT320	לעזאזל. תן לי לנסות את זה שוב.	Darn. Let me try that again.	
AGKA321	שלום שלום! בוא נדבר, מר אההה...?	Well, hello! Let's talk, Mister ahhh...?	
AGSO322	כפיסדבק. ברנשצבע כפיסדבק.	Threepwood. Guybrush Threepwood.	
AGSO323	לה צ'אק. הפיראט הזומבי לה צ'אק.	LeChuck. Zombie Pirate LeChuck.	
AGSO324	מרקטוב. וונטון מרקטוב.	Goodsoup. Wonton Goodsoup.	
AGSO325	לוגי. קפטן לוגי.	Loogie. Captain Loogie.	
AGSO326	ואנגוכדרפסנסון. יתרו ואנגוכדרפסנסון.	VanGoughderfassenson. Jethro VanGoughderfassenson.	
AGSO327	טיטו. פשוט טיטו.	Tito. Just Tito.	
AGKA328	בסדר גמור, מר כפיסדבק...	Very well, Mister Threepwood...	
AGGT329	היי! איך אתה יודע את השם...	Hey! How did you know my...	
AGKA330	זה התפקיד שלי לדעת מי נכנס ומי יוצא מאי הגולגולת.	It is my BUSINESS to know who enters and who leaves Skull Island.	
AGKA331	אני המלך אנדריי, וזה העמית שלי קראף.	I am King André, and this is my associate Cruff.	
AGKA332	אתה מחפש משהו מסוים?	Were you looking for something in particular?	
AGGT333	את היהלום של משפחת מרקטוב.	The Goodsoup family diamond.	
AGGT334	לה צ'אק גנב אותו, אתה קנית אותו, אני רוצה אותו. עכשיו.	LeChuck stole it, you bought it, I want it. Now.	את זה?
AGCR335	גררר...	Grrr...	
AGGT336	בבקשה.	Please.	
AGGT337	אדוני.	Sir.	
AGKA338	אבל יש לנו כל כך הרבה סחורה איכותית כאן במועדון הפיראטים!	But we have so much quality merchandise here at the Pirates' Club!	
AGCR339	המחיר שלנו יורד מדי יום.	Our prices get lower every day.	
AGKA340	כל מה שפיראט -- או פיראט מתלמד -- יכול רק לרצות נמצא פה...	Everything a pirate -- or pirate in training -- could possibly want is here...	
AGKA341	...עבור המחיר הנכון.	...for the right price.	
AGKA342	חה חה חה חה חה חה חה חה חה חה חה חה חה חה חה!	HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA!	
AGSO343	אני לא מבין.	I don't get it.	
AGSO344	אתה מוכן לא לצחוק ככה שוב?	Could you not laugh like that anymore?	
AGSO345	אתה כזה אדם מוזר.	You're such an odd person.	
AGSO346	אתה מתחמק מנושא היהלום.	You're evading the whole diamond issue.	
AGKA347	יהלום מרקטוב הוא מוטיב מרכזי באוסף שלי...	The Goodsoup diamond is the centerpiece of my collection...	
AGKA348	...האנרגיה הפנטסטית שזורמת דרכו היא המפתח לכל הכוח שלי!	...the fantastic energy flowing through it is the key to all my power!	
AGGT349	אז אני יכול לקבל אותו?	So can I have it?	
AGKA350	כמובן שאתה לא יכול לקבל אותו... אלא אם כן תביא לי משהו בתמורה.	Of course you can't have it... unless you were to give something in return.	
AGSO351	אתה מצפה ממני לדבר?	Do you expect me to talk?	
AGSO352	התוכנית המרושעת שלך לעולם לא תעבוד, אנדריי!	Your evil plan will never work, André!	
AGSO353	אתה מטורף!	You're a madman!	
AGSO354	היהלום שייך למוזיאון!	That diamond belongs in a museum!	
AGSO355	אולי נוכל לעשות עסק.	Maybe we could make a deal.	
AGSO356	אולי רק אסתובב פה קצת.	Maybe I'll just take a look around.	
AGGT357	אולי רק אסתובב פה קצת.	Maybe I'll just take a look around.	
AGKA358	לא, מר כפיסדבק! אני מצפה ממך לקנות!	No, Mister Threepwood! I expect you to buy!	
AGKA359	אבל היא ללא רבב!	But it is flawless!	
AGKA360	סדרה של מטענים ממוקמים בקפידה שמונחים ברחבי אי הדמים...	A carefully-placed series of charges laid throughout Blood Island...	
AGKA361	...כולם נשלטים על ידי רשת לוויינים במסלול גיאוסינכרוני...	...all controlled by a network of satellites in a geosynchronous orbit...	
AGKA362	...ורק לאדם אחד יש גישה למפסק הראשי.	...and only one man has access to the master switch.	
AGCR363	אמ, בוס?	Uh, boss?	
AGKA364	אני האיש, כפיסדבק, ו...	I am that man, Threepwood, and...	
AGCR365	בוס?	Boss?	
AGKA366	כן, מר קראף?	Yes, Mister Cruff?	
AGCR367	אבל תבדבבר עבל הבתובוכניבית הבזדובוניבית.	Ix-nay on the evil an-play.	
AGKA368	אה, כן. כמובן.	Ah, yes. Of course.	
AGKA369	אני מטורף? אני?	Am I mad? Am I?	
AGKA370	חה חה חה חה חה חה חה חה חה חה חה חה חה חה חה!	HA HA HA HA HA HA HA HA HA HA HA HA HA HA HA!	
AGKA371	זה טירוף לשבת במערה בפסגת אי נטוש...	Is it madness to sit in a cave at the top of a deserted island...	
AGKA372	...לצבור כמויות עצומות של זהב ותכשיטים וחיות מפוחלצות...	...accumulating vast amounts of gold and jewels and stuffed animals...	
AGKA373	לאגור שלל מכל רחבי הקאריביים ולהעביר אליך את כל החסכונות?	...stockpiling plunder from across the Caribbean and passing the savings on to you?	
AGKA374	זה טירוף? או גאונות?!?	Is that madness? Or GENIUS?!?	
AGGT375	נקודה טובה. אני חוזר בי.	Good point. I take it back.	
AGKA376	אני לא מטורף -- המחירים שלי כן!	I'm not crazy -- my prices are!	
AGKA377	כך גם ציורים פוסט אימפרסיוניסטיים, מר כפיסדבק.	So do Postimpressionist paintings, Mister Threepwood.	
AGKA378	כך גם ציורים פוסט אימפרסיוניסטיים.	So do Postimpressionist paintings.	
AGGT379	מה לכל הרוחות זה אמור להביע?	What the heck is THAT supposed to mean?	
AGKA380	יום אחד... אתה תבין.	One day... you will understand.	
AGSO381	לא יכולתי שלא להבחין בארנבי ההברחות המקסימים האלו...	I couldn't help noticing those adorable Smuggle-Bunnies...	
AGSO382	הייתי רוצה לקנות משהו ממש פיראטי.	I'd like to buy something really piratey.	
AGSO383	מה עם צעצועים? יש לך צעצועים?	How about toys? Do you have any toys?	
AGSO384	הלב שלי ממש משתוקק ליהלום הזה.	I really had my heart set on that diamond.	
AGSO385	אוקיי, אני אשחק איתך על היהלום.	Okay, I'll play you for the diamond.	
AGSO386	אני רוצה לשחק על היהלום שוב.	I want to play for the diamond again.	
AGSO387	אני עדיין מחפש, תודה.	I'm still looking, thanks.	
AGKA388	אההה, ארנבי ההברחות! אחד מהחפצים הכי פופולאריים שלי.	Ahhh, the Smuggle Bunny! One of our most popular items.	
AGKA389	כל אחד מגיע עם כיס מוסתר היטב ממש מעל המעי הדק.	Each one comes with a cleverly-hidden pouch just above the small intestine.	
AGGT390	נהדר! אני אקח אחד!	Great! I'll take one!	
AGKA391	אף אחד מהם לא מכיל את היהלום.	None of them contains the diamond.	
AGGT392	אה. לא חשוב.	Oh. Never mind.	
AGKA393	כמובן. דברים פיראטיים איכותיים הם, כמובן, המומחיות שלנו.	Of course. Really piratey things are, of course, our specialty.	
AGKA394	אפשר לעניין אותך ברגל מעץ?	Can I interest you in a peg leg?	
AGGT395	זה תלוי מה תעשה איתה.	That depends on what you do with it.	
AGGT396	זו הייתה בדיחה.	That was a joke.	
AGKA397	אה. כן. אני לא בדיוק עוקב אחריך, אבל אני בטוח שזה היה משעשע.	Ah. Yes. I don't quite follow you, but I'm sure it was amusing.	
AGKA398	כרצונך.	As you wish.	
AGKA399	אתה יריב מטיל אימה, מר כפיסדבק...	You are a formidable opponent, Mister Threepwood...	
AGKA400	...אבל נראה שמשחק החתול והעכבר שלנו חייב להיפסק.	...but it looks as if our game of cat and mouse must cease.	
AGKA401	זה יהלום מושלם, אחד מהגדולים ביותר שראיתי בחיי.	It is a perfect diamond, one of the largest I've ever seen.	
AGGT402	אקח אותו!	I'll take it!	אני אקח אותו?
AGKA403	והוא כמובן מגיע עם מחיר גדול מאוד.	And so it comes with a very large price.	
AGGT404	מספיק לדחוף בכוח. כמה תרצה עליו?	Enough with the hard sell. How much?	
AGKA405	הוא יעלה לך המון המון כסף.	It will cost you an awful lot of money.	
AGKA406	יש לך סכום כזה?	Do you have that much?	
AGGT407	טוב, יש לי הרבה כסף.	Well, I have a lot of money.	
AGCR408	חה! לא מספיק.	Ha! Not enough.	
AGKA409	השותף שלי צודק.	My partner is right.	
AGKA410	לא נוכל לתת לך אותו בפחות מהמון המון כסף.	We can't give it to you for anything less than an awful lot of money.	
AGGT411	אה, לא.	Uh, no.	
AGCR412	כמה יש לך?	How much you got?	
AGGT413	טוב, תן לי לחשוב...	Well, let me think...	
AGGT414	...המזומן שעליי... קרן ההשקעות שלי... חבר את שניהם...	...the cash on me... my mutual fund... carry the two...	
AGGT415	...מעט מאוד.	...very little.	
AGKA416	כמו שחשבתי.	As I thought.	
AGKA417	אבל אולי נוכל לעשות עסקה.	But perhaps we could make a deal.	
AGKA418	השותף שלי ואני מאוד מחבבים קלפים. פוקר, במיוחד.	My partner and I are very fond of cards. Poker, in particular.	
AGKA419	מה דעתך על התערבות קטנה? אם תצליח להביס אותנו בפוקר, אתה זוכה ביהלום.	How about a little wager? If you can defeat us at poker, you win the diamond.	
AGGT420	נשמע הוגן.	Sounds fair.	
AGKA421	כן. הוגן.	Yes. Fair.	
AGKA422	חה חה חה חה חה חה חה חה חה חה חה חה חה!	HA HA HA HA HA HA HA HA HA HA HA HA HA!	
AGGT423	אתה יכול להפסיק לצחוק ככה? זה מאוד מעצבן.	Could you stop laughing like that? It's very unnerving.	
AGKA424	אז, מר כפיסדבק. שאלתי אליך:	So, Mister Threepwood. The question is to you:	
AGKA425	התסכים להצטרף אלינו למשחק קלפים?	Care to join us in a game of cards?	
AGSO426	נשמע כיף! אני בפנים, קירח!	Sounds fun! Deal me in, baldy!	
AGSO427	אין סיכוי. אני גרוע בפוקר.	No way. I'm terrible at poker.	
AGKA428	אתה תצטרך לשלם כדי להיכנס למשחק.	You will have to pay to enter the game.	
AGGT429	טוב, כמה אני צריך?	Well, how much do I need?	
AGCR430	לא יותר מדי.	Not very much.	
AGKA431	הנח את חלקך בהתערבות, מר כפיסדבק.	Put up your side of the wager, Mister Threepwood.	
AGGT432	אין לי כסף.	I don't have any money.	
AGKA433	אז אינך יכול לשחק.	Then you can't play.	אתה לא יכול?
AGKA434	מה יקרה אם בעקבות חוסר מזל מצער תפסיד בהתערבות?	What if by some unfortunate turn of luck you happened to lose?	
AGKA435	אז לא נרוויח כלום.	We would have nothing to gain.	
AGGT436	בהחלט, אני יכול להתמודד עם זה.	Sure, I can handle that.	
AGGT437	זה המון כסף. כדאי שאתן להם רק חלק מזה.	This is a lot of money. I'd better only give them part of it.	
AGKA438	האם שיחקת בעבר בפוקר, מר כפיסדבק?	Have you ever played poker before, Mister Threepwood?	
AGGT439	לא! אתה מאמין שזאת הפעם הראשונה שלי?	No! Would you believe this is my very first time?	
AGCR440	חי. חי.	Heh. Heh.	
AGKA441	אז אתן לך הדרכה קצרה.	Then I'll give you a brief explanation.	
AGKA442	המשחק הוא הגרסה הפשוטה ביותר של פוקר פתוח.	The game is the simplest variety of Five-Card stud.	
AGKA443	אני מחלק חמישה קלפים לכל אחד מאיתנו.	I deal five cards to each of us.	
AGKA444	אנחנו מראים את הקלפים שלנו אחד לשני, והשחקן עם הקלפים הכי טובים מנצח.	We show our cards to each other, and the player with the best hand wins.	
AGGT445	איך אני יודע מה הם קלפים טובים?	How do I know what makes the best hand?	
AGKA446	אם יש לך שאלות, פשוט תשאל אותנו.	If you have any questions, just ask us.	
AGKA447	אתה בוטח בנו, הלא כן?	You do trust us, don't you?	סומך עלינו? "לא?"
AGSO448	ככל שאני יכול לזרוק אתכם, נוכלים עלובים שכמותכם.	About as far as I can throw you, you lowlife crook.	
AGSO449	לבטוח בכם? אין סיכוי, שקרנים מטונפים שכמותכם.	Trust you? No chance, you filthy liar.	
AGSO450	אני בטוח ששניכם חלאות האדם הגרועים ביותר.	I trust that you both are the lowest scum of society.	
AGSO451	אתם בכלל לא מבינים את המשמעות של לבטוח, גנבים.	You don't know the meaning of trust, you thief.	
AGGT452	כמובן שאני בוטח בכם!	Of course I trust you!	
AGKA453	טוב מאוד. בוא נתחיל.	Very well. Let us begin.	
AGGT454	קדימה, שביעיות!	Come on, sevens!	
AGGT455	קלפים טובים! אבא צריך להסיר קללה פיראטית!	Good cards! Daddy needs to lift a pirate curse!	
AGGT456	בלי עין הרע! בלי עין הרע!	No whammies! No whammies!	
AGGT457	דילר דילר דילר דילר נענע דילר!	dealer dealer dealer dealer SWING dealer!	נשמע כמו רפרנס לבייסבול. אולי יש מקבילה נוחה מכדורגל/כדורסל?
AGKA458	הקדש דקה להסתכל על הקלפים שלך.	Take a moment to look at your cards.	
AGKA459	עוזב כל כל מהר, מר כפיסדבק?	Leaving so soon, Mister Threepwood?	
AGCR460	שב! אנחנו משחקים כאן.	Siddown! We're playing here.	
AGKA461	מוותר, ברנשצבע?	Giving up, Guybrush?	
AGSO462	רק מתחתי את הרגליים! אני רוצה להמשיך לשחק.	I was just stretching my legs! I want to keep playing.	
AGSO463	תשאיר אצלך את הכסף. יש לי מלא. אני מוותר.	Keep my money. I got plenty. I give up.	
AGKA464	אולי המזל שלך ישתפר.	Maybe your luck will improve.	
AGKA465	אל תוותר עדיין.	Don't give up just yet.	
AGKA466	אולי אתה צריך לנסות שוב.	Perhaps you should try again.	
AGKA467	היית רוצה לנסות שוב?	Would you care to try again?	
AGSO468	בוודאי. אני הולך לזכות ביהלום הזה!	You bet. I'm going to win that diamond!	
AGSO469	לא, תודה.	No, thanks.	
ADO1301	איך אתה מעז לתקוף את הספינה שלי!	How dare you attack my ship!	
ADO2302	איך אתה מעז לתקוף את הספינה שלי!	How dare you attack me ship!	
ADO3303	איך אתה מעז לתקוף את הספינה שלי!	How dare you attack me ship!	
ADO4304	איך אתה מעז לתקוף את הספינה שלי!	How dare you attack me ship!	
ADO5305	איך אתה מעז לתקוף את הספינה שלי!	How dare you attack my ship!	
ADO6306	איך אתה מעז לתקוף את הספינה שלי!	How dare you attack my ship!	
ADO1307	עלייה לספינת פיראטים עלולה להיות מסוכנת לבריאות!	Boarding a pirate's ship can be hazardous to yer life!	
ADO2308	עלייה לספינת פיראטים עלולה להיות מסוכנת לבריאות!	Boarding a pirate's ship can be hazardous to yer life!	
ADO3309	עלייה לספינת פיראטים עלולה להיות מסוכנת לבריאות!	Boarding a pirate's ship can be hazardous to yer life!	
ADO4310	עלייה לספינת פיראטים עלולה להיות מסוכנת לבריאות!	Boarding a pirate's ship can be hazardous to yer life!	
ADO5311	עלייה לספינת פיראטים עלולה להיות מסוכנת לבריאות!	Boarding a pirate's ship can be hazardous to yer life!	
ADO6312	עלייה לספינת פיראטים עלולה להיות מסוכנת לבריאות!	Boarding a pirate's ship can be hazardous to yer life!	
ADO1313	כדאי לך לעזוב עכשיו אם חייך יקרים לך!	Ye'd better leave now if ye value yer life!	
ADO2314	כדאי לך לעזוב עכשיו אם חייך יקרים לך!	Ye'd better leave now if ye value yer life!	
ADO3315	כדאי לך לעזוב עכשיו אם חייך יקרים לך!	Ye'd better leave now if ye value yer life!	
ADO4316	כדאי לך לעזוב עכשיו אם חייך יקרים לך!	Ye'd better leave now if ye value yer life!	
ADO5317	כדאי לך לעזוב עכשיו אם חייך יקרים לך!	Ye'd better leave now if ye value yer life!	
ADO6318	כדאי לך לעזוב עכשיו אם חייך יקרים לך!	Ye'd better leave now if ye value yer life!	
ADO1319	אז אתה אומר שאתה פיראט!	So yer a pirate, says ye!	
ADO1320	ואני אומר שתצטרך להוכיח את זה!	Ye'll have to prove it, says I!	
ADO2321	אז אתה אומר שאתה פיראט!	So yer a pirate, says ye!	
ADO2322	ואני אומר שתצטרך להוכיח את זה!	Ye'll have to prove it, says I!	
ADO3323	אז אתה אומר שאתה פיראט!	So yer a pirate, says ye!	
ADO3324	ואני אומר שתצטרך להוכיח את זה!	Ye'll have to prove it, says I!	
ADO4325	אז אתה אומר שאתה פיראט!	So yer a pirate, says ye!	
ADO4326	ואני אומר שתצטרך להוכיח את זה!	Ye'll have to prove it, says I!	
ADO5327	אז אתה אומר שאתה פיראט!	So yer a pirate, says ye!	
ADO5328	ואני אומר שתצטרך להוכיח את זה!	Ye'll have to prove it, says I!	
ADO6329	אז אתה אומר שאתה פיראט!	So yer a pirate, says ye!	
ADO6330	ואני אומר שתצטרך להוכיח את זה!	Ye'll have to prove it, says I!	
ADO1331	כדאי לך להפליג הרחק, לפני שתיפגע!	Ye'd best sail away, before you get hurt!	
ADO2332	כדאי לך להפליג הרחק, לפני שתיפגע!	Ye'd best sail away, before you get hurt!	
ADO3333	כדאי לך להפליג הרחק, לפני שתיפגע!	Ye'd best sail away, before you get hurt!	
ADO4334	כדאי לך להפליג הרחק, לפני שתיפגע!	Ye'd best sail away, before you get hurt!	
ADO5335	כדאי לך להפליג הרחק, לפני שתיפגע!	Ye'd best sail away, before you get hurt!	
ADO6336	כדאי לך להפליג הרחק, לפני שתיפגע!	Ye'd best sail away, before you get hurt!	
ADO1337	אבעבועות עליך, בגלל שעלית על הספינה שלי!	A pox on ya, fer boardin' me ship!	
ADO2338	אבעבועות עליך, בגלל שעלית על הספינה שלי!	A pox on ya, fer boardin' me ship!	
ADO3339	אבעבועות עליך, בגלל שעלית על הספינה שלי!	A pox on ya, fer boardin' me ship!	
ADO4340	אבעבועות עליך, בגלל שעלית על הספינה שלי!	A pox on ya, fer boardin' me ship!	
ADO5341	אבעבועות עליך, בגלל שעלית על הספינה שלי!	A pox on ya, fer boardin' me ship!	
ADO6342	אבעבועות עליך, בגלל שעלית על הספינה שלי!	A pox on ya, fer boardin' me ship!	
ADO1343	מה אתה רוצה?	What be ye wantin'?	
ADO2344	מה אתה רוצה?	What ye be wantin'?	
ADO3345	מה אתה רוצה?	What be ye wantin'?	
ADO4346	מה אתה רוצה?	What ye be wantin'?	
ADO5347	מה אתה רוצה?	What be ye wantin'?	
ADO6348	מה אתה רוצה?	What be ye wantin'?	
ADO1349	מי אתה?	Who are ya?	
ADO2350	מי אתה?	Who are ya?	
ADO3351	מי אתה?	Who are ya?	
ADO4352	מי אתה?	Who are ya?	
ADO5353	מי אתה?	Who are ya?	
ADO6354	מי אתה?	Who are ya?	
ADO1355	רד מהסיפון שלי, שבלול ים אחד!	Get off me deck, ya sea-slug!	
ADO2356	רד מהסיפון שלי, שבלול ים אחד!	Get off me deck, ya sea-slug!	
ADO3357	רד מהסיפון שלי, שבלול ים אחד!	Get off me deck, ya sea-slug!	
ADO4358	רד מהסיפון שלי, שבלול ים אחד!	Get off me deck, ya sea-slug!	
ADO5359	רד מהסיפון שלי, שבלול ים אחד!	Get off me deck, ya sea-slug!	
ADO6360	רד מהסיפון שלי, שבלול ים אחד!	Get off me deck, ya sea-slug!	
ADO1361	אם אתה מחפש מריבה, מצאת אותה!	If yer lookin' fer a fight, ya found one!	
ADO2362	אם אתה מחפש מריבה, מצאת אותה!	If yer lookin' fer a fight, ya found one!	
ADO3363	אם אתה מחפש מריבה, מצאת אותה!	If yer lookin' fer a fight, ya found one!	
ADO4364	אם אתה מחפש מריבה, מצאת אותה!	If yer lookin' fer a fight, ya found one!	
ADO5365	אם אתה מחפש מריבה, מצאת אותה!	If yer lookin' fer a fight, ya found one!	
ADO6366	אם אתה מחפש מריבה, מצאת אותה!	If yer lookin' fer a fight, ya found one!	
ADO1367	אין לי שום אוצר, לידיעתך.	I don't have any treasure, you know.	
ADO2368	אין לי שום אוצר, לידיעתך.	I don't have any treasure, you know.	
ADO3369	אין לי שום אוצר, לידיעתך.	I don't have any treasure, you know.	
ADO4370	אין לי שום אוצר, לידיעתך.	I don't have any treasure, you know.	
ADO5371	אין לי שום אוצר, לידיעתך.	I don't have any treasure, you know.	
ADO6372	אין לי שום אוצר, לידיעתך.	I don't have any treasure, you know.	
ADGT373	לא היית משקר עליי, נכון?	You wouldn't lie to me, would you?	
ADO1374	דווקא כן. אבל עכשיו אני לא משקר.	Yes. But I'm not lying now.	
ADO2375	דווקא כן. אבל עכשיו אני לא משקר.	Yes. But I'm not lying now.	
ADO3376	דווקא כן. אבל עכשיו אני לא משקר.	Yes. But I'm not lying now.	
ADO4377	דווקא כן. אבל עכשיו אני לא משקר.	Yes. But I'm not lying now.	
ADO5378	דווקא כן. אבל עכשיו אני לא משקר.	Yes. But I'm not lying now.	
ADO6379	דווקא כן. אבל עכשיו אני לא משקר.	Yes. But I'm not lying now.	
ADGT380	אני יודע את זה.	I know that.	
ADO1381	אז למה לטרוח?	Why bother then?	
ADO2382	אז למה לטרוח?	Why bother then?	
ADO3383	אז למה לטרוח?	Why bother then?	
ADO4384	אז למה לטרוח?	Why bother then?	
ADO5385	אז למה לטרוח?	Why bother then?	
ADO6386	אז למה לטרוח?	Why bother then?	
ADGT387	אני צריך להתאמן.	I need the practice.	
ADO1388	מבין לגמרי...	Fair enough...	
ADO2389	מבין לגמרי...	Fair enough...	
ADO3390	מבין לגמרי חברי.	Fair enough Matey.	
ADO4391	מבין לגמרי...	Fair enough...	
ADO5392	מבין לגמרי...	Fair enough...	
ADO6393	מבין לגמרי...	Fair enough...	
ADO1394	עוד פעם אימונים?	Practice again?	
ADO2395	עוד פעם אימונים?	Practice again?	
ADO3396	עוד פעם אימונים?	Practice again?	
ADO4397	עוד פעם אימונים?	Practice again?	
ADO5398	עוד פעם אימונים?	Practice again?	
ADO6399	עוד פעם אימונים?	Practice again?	
ADGT400	יאפ.	Yep.	
ADO1401	אוקיי...	Okay...	
ADO2402	אוקיי...	Okay...	
ADO3403	אוקיי...	Okay...	
ADO4404	אוקיי...	Okay...	
ADO5405	אוקיי...	Okay...	
ADO6406	אוקיי...	Okay...	
ADRH407	אז...	So...	ובכן?
ADRH408	שוב אתה.	It's you again.	זה שוב אתה?
ADRH409	מחפש הצלפות נוספות?	Here for another whipping?	
ADRH410	מה אתה רוצה?	What do YOU want?	
ADRH411	יפה, יפה, יפה.	Well, well, well.	
ADRH412	תראו מי נשטף אל הסיפון שלי.	Look who's washed up on my deck.	
ADRH413	מה אתה רוצה, מר קפוץדבק?	What do you want, Mr. Thropwimp?	
ADSO414	אני ברנשצבע כפיסדבק! פיראט אדיר!	I'm Guybrush Threepwood! A mighty pirate!	
ADSO415	באתי לסגור חשבון!	I've come to settle the score!	
ADSO416	לעולם לא תתחמק מזה, רנה!	You'll never get away with this, René!	
ADSO417	תפסתי אותך עכשיו!	I have you now!	
ADSO418	הווו, אתה הולך לחטוף!	Oooh, are you gonna get it!	
ADSO419	באתי לקחת את המפה שלי!	I've come for my map!	
ADSO420	תביא לי את המפה שלי, חתיכת שטן!	Give me my map, you fiend!	
ADSO421	תמסור לי את המפה הזאת, או שתטעם את חרבי!	Hand over that map, or taste my sword!	
ADSO422	אני מתכוון לדקור אותך בכל אופן!	I mean to run you through, just the same!	
ADSO423	באתי לבזוז את האוצר שלך!	I've come to plunder your treasure!	
ADSO424	תן לי את האוצר שלך ואתן לך לחיות!	Give me your treasure and I'll let you live!	
ADSO425	האוצר תמורת חייך!	Yer treasure or yer life!	
ADSO426	אופס...חשבתי שאתה מישהו אחר.	Oops...I thought you were someone else.	
ADSO427	שיניתי את דעתי. החלטתי לתת לך לחיות.	I've changed my mind. I've decided to let you live.	
ADO1428	אל תצחיק אותי!	Don't make me laugh!	
ADO2429	אל תצחיק אותי!	Don't make me laugh!	
ADO3430	אל תצחיק אותי!	Don't make me laugh!	
ADO4431	אל תצחיק אותי!	Don't make me laugh!	
ADO5432	אל תצחיק אותי!	Don't make me laugh!	
ADO6433	אל תצחיק אותי!	Don't make me laugh!	
